DATE,OPEN,HIGH,LOW,CLOSE,SHARES,TRADES
02-12-2014,243.60,246.90,239.97,240.77,454749,13501
01-12-2014,252.00,253.37,242.07,242.93,484136,16625
28-11-2014,253.33,259.50,251.43,253.00,389686,12453
27-11-2014,257.33,257.53,253.47,254.80,323454,6965
26-11-2014,255.33,260.40,254.67,257.13,217199,8601
25-11-2014,252.67,259.20,250.00,257.20,500769,13324
24-11-2014,255.67,258.27,252.47,253.80,272288,9712
21-11-2014,255.87,259.57,255.03,255.73,217021,7627
20-11-2014,256.33,259.93,255.00,257.33,214770,7485
19-11-2014,260.00,262.93,254.33,256.07,492863,11257
18-11-2014,264.67,265.27,260.00,260.47,238441,7906
17-11-2014,262.67,266.00,261.77,264.40,316717,10785
14-11-2014,257.67,263.00,256.97,262.23,374302,12267
13-11-2014,264.00,264.83,255.60,256.97,474014,14920
12-11-2014,263.67,265.80,261.87,262.30,232862,7067
11-11-2014,265.23,266.37,259.07,262.97,463217,14149
10-11-2014,273.67,274.93,262.47,263.03,562048,15468
07-11-2014,268.60,273.67,267.00,272.83,328945,13827
05-11-2014,270.33,271.07,266.83,268.97,377583,13788
03-11-2014,270.07,271.97,268.70,269.67,256429,6619
31-10-2014,265.37,271.07,265.27,270.03,490743,11890
30-10-2014,261.97,265.30,261.97,263.90,285035,7460
29-10-2014,264.47,264.47,261.07,262.30,426637,9510
28-10-2014,265.00,265.33,259.37,261.20,593387,13536
27-10-2014,270.33,270.67,262.27,263.17,291694,10242
23-10-2014,270.00,270.67,267.20,269.00,114569,3940
22-10-2014,274.00,274.33,264.43,266.70,543203,16864
21-10-2014,281.20,281.33,270.43,272.07,501018,13710
20-10-2014,286.67,288.00,276.83,279.23,1582419,31575
17-10-2014,265.33,266.63,261.33,264.83,374183,9348
16-10-2014,265.33,272.00,263.33,264.67,563904,11981
14-10-2014,272.00,273.00,266.60,267.77,234160,5075
13-10-2014,272.00,272.00,265.37,271.20,222294,4997
10-10-2014,272.67,273.17,268.90,269.67,223563,4855
09-10-2014,273.27,276.13,271.97,273.90,280977,7992
08-10-2014,265.33,271.63,264.67,270.83,217898,6602
07-10-2014,269.67,270.37,262.73,264.73,258369,9899
01-10-2014,273.87,273.87,267.40,268.43,348953,10039
30-09-2014,271.33,277.33,269.90,272.73,237835,7681
29-09-2014,275.00,276.67,270.43,271.70,247364,6294
26-09-2014,266.00,275.70,266.00,274.80,421457,10713
25-09-2014,272.00,274.00,263.50,266.43,552554,12699
24-09-2014,271.67,277.33,268.20,275.70,325175,8497
23-09-2014,281.33,281.33,270.93,271.63,297775,8321
22-09-2014,269.67,280.17,268.37,279.40,362649,10855
19-09-2014,278.27,278.67,268.27,270.00,341586,9842
18-09-2014,271.33,277.33,269.53,276.23,420538,10714
17-09-2014,273.87,275.00,269.40,272.13,608695,16895
16-09-2014,283.33,283.33,271.40,272.50,510701,15165
15-09-2014,284.67,284.73,280.40,280.87,226037,6879
12-09-2014,290.00,290.00,283.87,286.10,297028,9415
11-09-2014,297.40,298.33,285.33,286.23,573591,18185
10-09-2014,298.47,300.60,295.33,296.87,212569,7188
09-09-2014,304.70,305.97,295.90,299.23,368033,10085
08-09-2014,298.00,304.00,298.00,303.20,569016,18667
05-09-2014,290.67,297.47,290.67,295.00,371612,9792
04-09-2014,292.00,293.33,287.63,291.73,241900,6890
03-09-2014,299.30,300.00,290.50,292.00,655952,19321
02-09-2014,293.33,296.83,289.50,296.40,694219,11704
01-09-2014,292.77,294.47,290.97,293.03,403295,10094
28-08-2014,286.50,292.53,282.80,290.10,614362,15930
27-08-2014,282.73,286.53,282.40,285.17,659993,11505
26-08-2014,287.23,287.77,274.73,278.73,603381,14877
25-08-2014,286.00,289.80,284.80,285.83,948207,12758
22-08-2014,285.80,289.43,283.77,284.57,450787,17748
21-08-2014,283.33,286.53,281.00,284.00,418488,10361
20-08-2014,290.33,290.67,281.27,282.53,989963,14534
19-08-2014,290.20,293.57,284.83,290.13,1651994,28603
18-08-2014,274.67,289.50,273.50,287.87,877461,20761
14-08-2014,265.67,274.00,262.10,273.30,825158,17985
13-08-2014,273.27,275.33,266.67,267.87,674318,15494
12-08-2014,263.33,271.67,263.20,270.33,866328,27322
11-08-2014,264.67,264.87,261.20,261.93,154227,4714
08-08-2014,263.40,264.03,260.17,262.77,223422,8944
07-08-2014,265.00,268.97,263.33,266.93,421493,8664
06-08-2014,269.93,270.67,263.50,264.60,313990,11002
05-08-2014,263.23,271.27,262.80,270.00,636668,18033
04-08-2014,258.60,262.33,256.50,261.67,214191,6898
01-08-2014,263.27,263.80,256.70,257.50,360024,10377
31-07-2014,266.67,267.73,262.53,263.57,158900,5149
30-07-2014,263.23,267.87,263.23,265.83,213386,8847
28-07-2014,267.50,268.93,261.10,263.50,213148,9265
25-07-2014,270.67,271.60,266.13,267.27,212696,7197
24-07-2014,270.30,272.50,268.07,269.93,331830,8628
23-07-2014,274.67,274.67,269.57,270.07,474115,8494
22-07-2014,271.67,273.80,270.93,272.53,240033,7606
21-07-2014,272.53,275.53,270.27,271.03,216418,6981
18-07-2014,274.83,276.00,271.40,273.60,298654,8722
17-07-2014,276.00,277.20,270.07,275.70,665357,21270
16-07-2014,276.67,278.47,273.33,277.40,401354,13596
15-07-2014,270.00,275.97,269.77,275.00,479680,14900
14-07-2014,265.33,269.03,262.90,268.20,311757,10572
11-07-2014,270.07,270.07,260.73,263.97,551972,15537
10-07-2014,271.60,276.97,263.43,269.37,983148,27064
09-07-2014,266.67,272.33,260.67,269.77,643285,18545
08-07-2014,278.90,279.97,263.00,265.07,1109247,28307
07-07-2014,283.33,283.80,276.00,276.77,416794,10122
04-07-2014,278.53,282.83,274.67,281.27,817682,21200
03-07-2014,286.00,286.13,278.20,278.80,244664,5408
02-07-2014,284.13,286.60,281.40,284.47,672168,12583
01-07-2014,285.50,286.63,280.27,281.43,581403,14912
30-06-2014,277.90,283.63,276.93,282.47,1050906,25620
27-06-2014,278.07,279.20,272.00,274.03,830145,22990
26-06-2014,276.47,279.27,271.00,274.07,1803297,47341
25-06-2014,297.87,298.67,289.50,291.23,894476,20700
24-06-2014,298.00,299.33,287.73,295.43,1539307,33669
23-06-2014,280.67,294.33,279.63,291.37,1008085,23377
20-06-2014,281.00,286.33,276.87,278.47,1100095,18633
19-06-2014,290.00,293.67,272.43,280.30,3011634,56627
18-06-2014,297.07,302.20,288.00,295.47,781698,23613
17-06-2014,285.33,298.27,283.80,296.37,852989,23219
16-06-2014,282.00,287.13,275.53,284.77,621924,21188
13-06-2014,287.30,288.67,270.67,281.63,875490,30766
12-06-2014,286.57,293.27,282.07,285.77,701095,18439
11-06-2014,295.33,297.67,283.33,284.70,864053,25144
10-06-2014,303.33,304.00,290.47,293.93,665890,20557
09-06-2014,313.33,314.67,298.67,302.20,1327808,38621
06-06-2014,284.00,311.97,283.33,309.33,2291175,74636
05-06-2014,272.67,285.47,268.27,279.77,1167785,20598
04-06-2014,277.87,279.33,272.07,274.27,874854,18126
03-06-2014,268.67,281.87,266.00,277.87,854042,21297
02-06-2014,253.33,267.33,252.27,266.17,403854,13742
30-05-2014,249.77,259.17,247.63,252.17,404733,11874
29-05-2014,256.67,259.33,246.67,249.77,381541,14723
28-05-2014,263.33,263.87,254.93,256.57,257433,7421
27-05-2014,271.27,271.33,260.07,263.77,308940,11306
26-05-2014,274.67,283.20,264.00,270.17,646165,18749
23-05-2014,264.70,273.33,261.97,271.67,576762,11309
22-05-2014,267.93,268.40,261.40,262.03,348380,8346
21-05-2014,266.00,268.43,260.67,265.37,451503,11210
20-05-2014,280.00,280.00,264.67,266.60,524728,18813
19-05-2014,263.33,279.80,259.90,277.60,952977,24062
16-05-2014,256.67,277.13,248.67,256.63,1604850,45306
15-05-2014,245.73,253.33,242.50,252.03,498490,13588
14-05-2014,250.00,251.93,243.10,245.73,338093,8422
13-05-2014,242.20,253.37,242.20,248.03,619331,17470
12-05-2014,231.33,240.67,231.33,238.93,458055,13016
09-05-2014,223.33,233.33,219.40,231.83,952743,12648
08-05-2014,224.47,226.53,222.07,222.63,186106,4877
07-05-2014,226.33,228.07,222.73,223.67,242350,5449
06-05-2014,224.37,227.60,223.63,224.63,248903,5896
05-05-2014,220.60,229.03,218.53,223.63,697565,19401
02-05-2014,217.40,221.17,215.27,219.40,374488,12502
30-04-2014,213.30,219.17,212.17,217.20,214347,10922
29-04-2014,214.67,215.63,212.30,213.33,120881,4045
28-04-2014,213.33,215.33,212.83,214.20,100954,3453
25-04-2014,217.67,219.17,213.33,214.23,106796,3585
23-04-2014,217.33,221.33,215.23,217.23,399150,11525
22-04-2014,215.33,220.87,214.67,217.47,382617,8981
21-04-2014,215.33,217.00,214.93,215.43,143520,4259
17-04-2014,210.67,215.27,209.13,214.83,260566,8578
16-04-2014,213.97,214.60,210.43,211.27,158519,5159
15-04-2014,214.00,214.03,210.63,212.90,195974,4812
11-04-2014,214.67,216.50,212.13,213.43,224537,7065
10-04-2014,215.33,216.57,210.47,214.63,407458,14345
09-04-2014,216.67,218.67,213.13,214.97,228061,7353
07-04-2014,216.00,221.33,216.00,217.03,72920,2240
04-04-2014,217.87,220.00,212.03,217.07,418703,5426
03-04-2014,220.67,221.33,214.97,217.40,151548,2760
02-04-2014,216.87,220.60,214.83,219.97,278118,4850
01-04-2014,214.00,217.67,213.37,215.73,174457,3659
31-03-2014,219.73,223.47,210.97,212.47,274542,6235
28-03-2014,221.33,222.47,217.57,218.83,226359,4674
27-03-2014,214.27,221.20,212.23,219.60,363518,7827
26-03-2014,213.20,218.47,212.27,216.77,233853,4674
25-03-2014,206.80,214.33,204.40,213.40,526800,10766
24-03-2014,207.13,214.63,207.13,214.13,324683,7111
22-03-2014,204.67,205.87,204.50,205.37,25528,669
21-03-2014,210.87,212.53,204.03,204.67,363299,5359
20-03-2014,209.53,211.70,206.00,210.30,235154,5567
19-03-2014,217.27,218.50,208.67,209.53,446062,5152
18-03-2014,215.33,221.13,214.30,216.50,509708,7372
14-03-2014,213.83,218.93,213.83,215.13,254611,5031
13-03-2014,210.00,218.00,210.00,216.30,462649,9133
12-03-2014,214.00,214.50,210.33,211.30,146406,3056
11-03-2014,212.53,216.47,211.13,215.00,571825,8569
10-03-2014,209.60,217.23,206.67,212.73,452811,8827
07-03-2014,206.00,212.00,203.67,210.30,826138,9407
06-03-2014,201.33,206.67,200.63,206.00,255819,6387
05-03-2014,198.03,202.10,198.03,200.17,344990,7694
04-03-2014,193.33,198.53,192.70,197.20,191605,4437
03-03-2014,193.93,195.90,191.43,193.23,137277,3790
28-02-2014,188.57,195.23,188.57,194.37,802753,10493
26-02-2014,187.40,190.23,185.40,189.30,137171,2857
25-02-2014,189.00,189.43,186.27,188.03,115927,2241
24-02-2014,184.67,189.00,184.57,188.03,141104,2054
21-02-2014,184.07,185.90,184.00,184.60,60801,1519
20-02-2014,184.07,185.93,183.87,184.30,58894,1404
19-02-2014,184.67,186.33,183.80,185.77,116923,2993
18-02-2014,184.87,185.93,180.93,184.67,136640,3487
17-02-2014,184.17,186.60,181.93,184.83,103855,2411
14-02-2014,183.33,184.67,180.77,183.87,437874,3676
13-02-2014,190.00,190.00,181.73,182.27,187306,4450
12-02-2014,184.13,188.93,184.00,188.47,197970,5228
11-02-2014,181.53,184.07,180.87,183.87,122662,2807
10-02-2014,180.47,182.60,179.50,181.33,87362,2339
07-02-2014,180.63,181.17,178.47,179.50,94595,3184
06-02-2014,180.30,181.77,177.40,178.60,147564,3755
05-02-2014,179.33,181.00,177.33,180.10,125203,3196
04-02-2014,177.03,179.47,176.00,178.87,126811,5662
03-02-2014,183.00,183.33,177.53,178.80,181964,6906
31-01-2014,182.33,184.00,180.13,183.67,181924,5403
30-01-2014,183.70,185.97,181.00,181.60,182829,4439
29-01-2014,185.33,185.63,182.70,184.70,214026,11076
28-01-2014,183.90,186.97,183.37,183.67,109412,2759
27-01-2014,184.00,187.50,183.50,184.60,97026,2553
24-01-2014,190.00,190.57,187.60,188.83,304741,3996
23-01-2014,192.67,192.67,189.40,190.50,131950,2874
22-01-2014,191.93,193.50,190.10,193.07,93373,2497
21-01-2014,191.43,191.87,189.73,191.30,85650,2019
20-01-2014,191.93,194.37,190.00,191.53,135001,3715
17-01-2014,189.57,194.27,188.83,191.67,198860,5175
16-01-2014,195.33,196.00,189.33,191.33,812248,5900
15-01-2014,195.13,196.30,192.27,194.20,130073,3109
14-01-2014,195.27,195.27,191.13,193.40,129459,3169
13-01-2014,192.67,195.90,192.67,194.77,308370,7614
10-01-2014,188.33,191.83,184.17,189.20,354789,8863
09-01-2014,183.33,187.60,180.83,186.87,366603,8099
08-01-2014,185.33,185.83,181.37,182.10,199322,6131
07-01-2014,186.67,188.43,183.37,184.10,216293,4405
06-01-2014,185.17,189.77,185.13,187.40,227745,5163
03-01-2014,188.67,190.33,183.47,183.87,293327,5611
02-01-2014,192.73,195.03,186.67,187.50,232904,4655
01-01-2014,192.07,193.60,191.63,192.07,82612,1435
31-12-2013,194.00,194.67,191.83,192.40,105153,1884
30-12-2013,195.33,196.00,192.03,192.83,87006,1970
27-12-2013,194.40,195.33,193.63,194.70,158523,2866
26-12-2013,191.03,196.00,191.03,194.87,248617,4615
24-12-2013,193.07,194.33,189.83,190.47,249148,7408
23-12-2013,190.00,193.27,189.67,192.37,173431,3284
20-12-2013,184.00,190.77,184.00,189.57,345326,8312
19-12-2013,188.00,188.67,181.00,182.40,302655,5945
18-12-2013,183.33,188.00,182.07,187.33,119206,3055
17-12-2013,185.33,186.40,182.77,183.13,121431,2822
16-12-2013,188.40,188.43,183.47,184.43,165252,3897
13-12-2013,188.60,189.67,185.93,187.00,153802,3580
12-12-2013,193.33,195.27,188.93,189.23,191112,3894
11-12-2013,197.80,198.47,192.13,194.50,310674,5152
10-12-2013,202.53,202.53,197.10,198.63,184735,4027
09-12-2013,200.00,204.67,199.53,203.23,469047,9098
06-12-2013,194.00,199.17,193.50,196.40,225486,4997
05-12-2013,194.00,195.50,192.00,193.87,153520,2914
04-12-2013,194.30,195.13,191.00,191.57,157561,4096
03-12-2013,194.10,196.40,193.67,194.80,499031,3814
02-12-2013,194.17,197.47,191.67,195.93,579064,7544
29-11-2013,195.33,199.33,195.23,199.00,329371,6830
28-11-2013,193.97,196.97,193.33,194.77,229842,4571
27-11-2013,191.30,195.57,190.87,193.07,268351,7159
26-11-2013,192.63,193.00,189.70,191.20,136258,3106
25-11-2013,188.67,192.60,187.13,192.30,304460,6850
22-11-2013,182.33,186.17,180.93,185.43,301950,7427
21-11-2013,185.00,185.00,179.77,180.40,203792,5405
20-11-2013,186.57,188.17,182.67,184.53,524563,15348
19-11-2013,186.07,187.83,182.13,184.77,147191,3908
18-11-2013,182.33,186.60,182.00,185.93,279050,8615
14-11-2013,182.67,183.77,179.87,180.13,233976,5499
13-11-2013,177.33,179.53,175.53,178.93,279709,6855
12-11-2013,180.67,181.80,176.67,177.23,395247,7304
11-11-2013,184.67,186.00,180.00,180.40,225793,5815
08-11-2013,187.70,188.57,181.43,184.87,169280,5328
07-11-2013,188.00,191.77,187.67,188.93,194584,4601
06-11-2013,188.57,190.53,187.63,188.10,174725,5038
05-11-2013,192.00,192.43,188.67,189.37,182383,5208
03-11-2013,193.33,194.67,192.20,193.20,72878,1761
01-11-2013,195.73,196.07,191.00,191.80,216686,8265
31-10-2013,192.67,199.93,188.40,195.47,421821,8935
30-10-2013,194.03,195.60,191.03,192.43,150324,3928
29-10-2013,192.00,194.33,190.13,193.67,291841,6512
28-10-2013,189.23,192.43,187.67,191.17,173939,4932
25-10-2013,189.30,190.67,187.60,189.23,142556,3661
24-10-2013,187.33,192.60,187.33,189.40,187572,7346
23-10-2013,190.03,191.30,186.13,187.80,159998,4320
22-10-2013,190.67,191.50,188.33,190.50,156558,4031
21-10-2013,189.33,190.33,188.00,189.83,137680,3177
18-10-2013,188.00,190.67,187.60,188.87,257716,7029
17-10-2013,184.80,189.13,184.33,187.23,297246,8300
15-10-2013,185.33,186.00,180.90,183.13,233325,5430
14-10-2013,183.33,185.17,182.73,183.57,154442,3744
11-10-2013,183.67,185.40,182.67,183.80,187439,4928
10-10-2013,182.00,183.67,180.67,182.23,149726,5280
09-10-2013,179.60,182.60,178.07,182.13,236779,6368
08-10-2013,177.33,179.80,177.33,179.20,190975,4260
07-10-2013,176.67,177.83,174.00,177.30,233614,8524
04-10-2013,177.33,179.87,175.03,176.57,372682,21294
03-10-2013,176.33,178.67,175.63,177.67,233803,5480
01-10-2013,179.40,180.00,174.07,174.77,345030,9693
30-09-2013,183.80,184.00,175.53,178.53,437848,8848
27-09-2013,185.33,187.47,182.13,183.00,341029,7144
26-09-2013,186.33,187.03,182.67,184.53,400609,9410
25-09-2013,183.33,187.27,181.33,186.30,449280,15214
24-09-2013,186.00,187.60,182.20,182.90,254994,8145
23-09-2013,190.10,192.67,183.67,184.17,300546,8272
20-09-2013,198.33,198.33,189.50,193.57,303758,8325
19-09-2013,190.33,201.50,190.33,199.43,570130,15264
18-09-2013,188.00,189.40,184.90,188.43,215823,5704
17-09-2013,191.03,192.27,184.27,186.87,215002,6213
16-09-2013,191.67,196.17,186.87,191.27,305057,7828
13-09-2013,184.67,189.70,183.13,188.50,223776,6572
12-09-2013,194.40,195.33,185.33,186.23,268531,6748
11-09-2013,194.70,195.30,188.93,192.53,402855,8368
10-09-2013,194.37,198.83,190.83,194.73,451366,9663
06-09-2013,181.03,194.33,179.60,192.77,721597,15821
05-09-2013,174.33,180.87,172.83,179.87,482837,11300
04-09-2013,167.40,174.10,164.00,171.10,437196,12515
03-09-2013,170.00,171.50,165.10,167.40,760742,11376
02-09-2013,169.33,170.00,165.17,167.53,384163,8978
30-08-2013,166.67,170.13,160.67,166.20,970824,14006
29-08-2013,164.60,167.13,162.87,165.67,569158,12356
28-08-2013,169.80,169.80,156.27,162.50,2840435,45511
27-08-2013,177.67,178.27,171.33,172.83,309573,10597
26-08-2013,187.27,187.33,177.33,178.53,510191,11924
23-08-2013,180.87,186.67,176.27,184.37,482277,13413
22-08-2013,166.00,181.47,164.67,179.30,594192,13900
21-08-2013,173.40,176.33,166.67,167.13,479818,12201
20-08-2013,172.93,174.27,166.33,171.10,501342,14682
19-08-2013,179.97,181.60,168.00,174.50,477185,12616
16-08-2013,192.00,194.50,180.07,181.27,266624,8396
14-08-2013,184.33,194.47,182.67,192.97,418481,10861
